_id,Year,State,Citizen Category,Ethnic Group,Value ('000)
3240,1990,PERAK,Malaysian citizens,Others,0.3
3241,1990,PERAK,Non Malaysian citizens,N.A,12.3
3242,1990,PERLIS,Total of employed,N.A,57.1
3243,1990,PERLIS,Malaysian citizens,Total Malaysian citizens,56.3
3244,1990,PERLIS,Malaysian citizens,Bumiputera,48
3245,1990,PERLIS,Malaysian citizens,Chinese,6.9
3246,1990,PERLIS,Malaysian citizens,Indians,1.1
3247,1990,PERLIS,Malaysian citizens,Others,0.3
3248,1990,PERLIS,Non Malaysian citizens,N.A,0.9
3249,1990,SELANGOR,Total of employed,N.A,1039.4
3250,1990,SELANGOR,Malaysian citizens,Total Malaysian citizens,1012.2
3251,1990,SELANGOR,Malaysian citizens,Bumiputera,473.1
3252,1990,SELANGOR,Malaysian citizens,Chinese,372.8
3253,1990,SELANGOR,Malaysian citizens,Indians,164.4
3254,1990,SELANGOR,Malaysian citizens,Others,1.8
3255,1990,SELANGOR,Non Malaysian citizens,N.A,27.2
3256,1990,TERENGGANU,Total of employed,N.A,227.6
3257,1990,TERENGGANU,Malaysian citizens,Total Malaysian citizens,220.7
3258,1990,TERENGGANU,Malaysian citizens,Bumiputera,207.9
3259,1990,TERENGGANU,Malaysian citizens,Chinese,11.1
3260,1990,TERENGGANU,Malaysian citizens,Indians,1
3261,1990,TERENGGANU,Malaysian citizens,Others,0.7
3262,1990,TERENGGANU,Non Malaysian citizens,N.A,6.9
3263,1990,SABAH,Total of employed,N.A,436.9
3264,1990,SABAH,Malaysian citizens,Total Malaysian citizens,336.7
3265,1990,SABAH,Malaysian citizens,Bumiputera,216.7
3266,1990,SABAH,Malaysian citizens,Chinese,76.9
3267,1990,SABAH,Malaysian citizens,Indians,1.6
3268,1990,SABAH,Malaysian citizens,Others,41.5
3269,1990,SABAH,Non Malaysian citizens,N.A,100.2
3270,1990,SARAWAK,Total of employed,N.A,698.9
3271,1990,SARAWAK,Malaysian citizens,Total Malaysian citizens,692.3
3272,1990,SARAWAK,Malaysian citizens,Bumiputera,483.1
3273,1990,SARAWAK,Malaysian citizens,Chinese,198.4
3274,1990,SARAWAK,Malaysian citizens,Indians,6.3
3275,1990,SARAWAK,Malaysian citizens,Others,4.6
3276,1990,SARAWAK,Non Malaysian citizens,N.A,6.6
3277,1990,W.P.KUALA LUMPUR,Total of employed,N.A,490.7
3278,1990,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,479.3
3279,1990,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,150.8
3280,1990,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,268.7
3281,1990,W.P.KUALA LUMPUR,Malaysian citizens,Indians,59.4
3282,1990,W.P.KUALA LUMPUR,Malaysian citizens,Others,0.4
3283,1990,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,11.4
3284,1990,W.P.LABUAN,Total of employed,N.A,14.8
3285,1990,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,11.6
3286,1990,W.P.LABUAN,Malaysian citizens,Bumiputera,7
3287,1990,W.P.LABUAN,Malaysian citizens,Chinese,3.6
3288,1990,W.P.LABUAN,Malaysian citizens,Indians,0.9
3289,1990,W.P.LABUAN,Malaysian citizens,Others,0.2
3290,1990,W.P.LABUAN,Non Malaysian citizens,N.A,3.2
3291,1989,MALAYSIA,Total of employed,N.A,6390.9
3292,1989,MALAYSIA,Malaysian citizens,Total Malaysian citizens,6160.8
3293,1989,MALAYSIA,Malaysian citizens,Bumiputera,3392.8
3294,1989,MALAYSIA,Malaysian citizens,Chinese,2081.8
3295,1989,MALAYSIA,Malaysian citizens,Indians,546.9
3296,1989,MALAYSIA,Malaysian citizens,Others,139.4
3297,1989,MALAYSIA,Non Malaysian citizens,N.A,230.1
3298,1989,JOHOR,Total of employed,N.A,822.3
3299,1989,JOHOR,Malaysian citizens,Total Malaysian citizens,788.9
3300,1989,JOHOR,Malaysian citizens,Bumiputera,347.9
3301,1989,JOHOR,Malaysian citizens,Chinese,323.9
3302,1989,JOHOR,Malaysian citizens,Indians,51.6
3303,1989,JOHOR,Malaysian citizens,Others,65.6
3304,1989,JOHOR,Non Malaysian citizens,N.A,33.4
3305,1989,KEDAH,Total of employed,N.A,443.3
3306,1989,KEDAH,Malaysian citizens,Total Malaysian citizens,441.2
3307,1989,KEDAH,Malaysian citizens,Bumiputera,315.7
3308,1989,KEDAH,Malaysian citizens,Chinese,85.4
3309,1989,KEDAH,Malaysian citizens,Indians,33.1
3310,1989,KEDAH,Malaysian citizens,Others,6.9
3311,1989,KEDAH,Non Malaysian citizens,N.A,2.1
3312,1989,KELANTAN,Total of employed,N.A,363.8
3313,1989,KELANTAN,Malaysian citizens,Total Malaysian citizens,354.4
3314,1989,KELANTAN,Malaysian citizens,Bumiputera,320.8
3315,1989,KELANTAN,Malaysian citizens,Chinese,26.4
3316,1989,KELANTAN,Malaysian citizens,Indians,2.2
3317,1989,KELANTAN,Malaysian citizens,Others,4.9
3318,1989,KELANTAN,Non Malaysian citizens,N.A,9.5
3319,1989,MELAKA,Total of employed,N.A,185.9
3320,1989,MELAKA,Malaysian citizens,Total Malaysian citizens,183.5
3321,1989,MELAKA,Malaysian citizens,Bumiputera,90
3322,1989,MELAKA,Malaysian citizens,Chinese,73.1
3323,1989,MELAKA,Malaysian citizens,Indians,17.9
3324,1989,MELAKA,Malaysian citizens,Others,2.5
3325,1989,MELAKA,Non Malaysian citizens,N.A,2.3
3326,1989,N.SEMBILAN,Total of employed,N.A,229.3
3327,1989,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,224.6
3328,1989,N.SEMBILAN,Malaysian citizens,Bumiputera,101.9
3329,1989,N.SEMBILAN,Malaysian citizens,Chinese,78.9
3330,1989,N.SEMBILAN,Malaysian citizens,Indians,42.4
3331,1989,N.SEMBILAN,Malaysian citizens,Others,1.4
3332,1989,N.SEMBILAN,Non Malaysian citizens,N.A,4.7
3333,1989,PAHANG,Total of employed,N.A,379.1
3334,1989,PAHANG,Malaysian citizens,Total Malaysian citizens,366.8
3335,1989,PAHANG,Malaysian citizens,Bumiputera,256.3
3336,1989,PAHANG,Malaysian citizens,Chinese,87.6
3337,1989,PAHANG,Malaysian citizens,Indians,22.2
3338,1989,PAHANG,Malaysian citizens,Others,0.8
3339,1989,PAHANG,Non Malaysian citizens,N.A,12.3
3340,1989,P.PINANG,Total of employed,N.A,436.3
3341,1989,P.PINANG,Malaysian citizens,Total Malaysian citizens,432.6
3342,1989,P.PINANG,Malaysian citizens,Bumiputera,133.6
3343,1989,P.PINANG,Malaysian citizens,Chinese,246.1
3344,1989,P.PINANG,Malaysian citizens,Indians,50.9
3345,1989,P.PINANG,Malaysian citizens,Others,2
3346,1989,P.PINANG,Non Malaysian citizens,N.A,3.7
3347,1989,PERAK,Total of employed,N.A,686.7
3348,1989,PERAK,Malaysian citizens,Total Malaysian citizens,679.8
3349,1989,PERAK,Malaysian citizens,Bumiputera,288.6
3350,1989,PERAK,Malaysian citizens,Chinese,292.2
3351,1989,PERAK,Malaysian citizens,Indians,98.5
3352,1989,PERAK,Malaysian citizens,Others,0.5
3353,1989,PERAK,Non Malaysian citizens,N.A,6.9
3354,1989,PERLIS,Total of employed,N.A,66.3
3355,1989,PERLIS,Malaysian citizens,Total Malaysian citizens,65.4
3356,1989,PERLIS,Malaysian citizens,Bumiputera,53
3357,1989,PERLIS,Malaysian citizens,Chinese,9.5
3358,1989,PERLIS,Malaysian citizens,Indians,1.7
3359,1989,PERLIS,Malaysian citizens,Others,1.2
3360,1989,PERLIS,Non Malaysian citizens,N.A,0.9
3361,1989,SELANGOR,Total of employed,N.A,900.3
3362,1989,SELANGOR,Malaysian citizens,Total Malaysian citizens,882.5
3363,1989,SELANGOR,Malaysian citizens,Bumiputera,410.3
3364,1989,SELANGOR,Malaysian citizens,Chinese,318
3365,1989,SELANGOR,Malaysian citizens,Indians,151.5
3366,1989,SELANGOR,Malaysian citizens,Others,2.6
3367,1989,SELANGOR,Non Malaysian citizens,N.A,17.8
3368,1989,TERENGGANU,Total of employed,N.A,229.9
3369,1989,TERENGGANU,Malaysian citizens,Total Malaysian citizens,217.6
3370,1989,TERENGGANU,Malaysian citizens,Bumiputera,201.2
3371,1989,TERENGGANU,Malaysian citizens,Chinese,15.1
3372,1989,TERENGGANU,Malaysian citizens,Indians,1.1
3373,1989,TERENGGANU,Malaysian citizens,Others,0.1
3374,1989,TERENGGANU,Non Malaysian citizens,N.A,12.4
3375,1989,SABAH,Total of employed,N.A,442.3
3376,1989,SABAH,Malaysian citizens,Total Malaysian citizens,338.4
3377,1989,SABAH,Malaysian citizens,Bumiputera,220
3378,1989,SABAH,Malaysian citizens,Chinese,74.3
3379,1989,SABAH,Malaysian citizens,Indians,2.1
3380,1989,SABAH,Malaysian citizens,Others,42.1
3381,1989,SABAH,Non Malaysian citizens,N.A,103.9
3382,1989,SARAWAK,Total of employed,N.A,687.2
3383,1989,SARAWAK,Malaysian citizens,Total Malaysian citizens,682
3384,1989,SARAWAK,Malaysian citizens,Bumiputera,481.9
3385,1989,SARAWAK,Malaysian citizens,Chinese,189.1
3386,1989,SARAWAK,Malaysian citizens,Indians,4.1
3387,1989,SARAWAK,Malaysian citizens,Others,6.9
3388,1989,SARAWAK,Non Malaysian citizens,N.A,5.1
3389,1989,W.P.KUALA LUMPUR,Total of employed,N.A,504.7
3390,1989,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,492.5
3391,1989,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,164.6
3392,1989,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,259.4
3393,1989,W.P.KUALA LUMPUR,Malaysian citizens,Indians,67.4
3394,1989,W.P.KUALA LUMPUR,Malaysian citizens,Others,1.1
3395,1989,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,12.2
3396,1989,W.P.LABUAN,Total of employed,N.A,13.4
3397,1989,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,10.6
3398,1989,W.P.LABUAN,Malaysian citizens,Bumiputera,6.9
3399,1989,W.P.LABUAN,Malaysian citizens,Chinese,2.7
3400,1989,W.P.LABUAN,Malaysian citizens,Indians,0.2
3401,1989,W.P.LABUAN,Malaysian citizens,Others,0.7
3402,1989,W.P.LABUAN,Non Malaysian citizens,N.A,2.8
3403,1988,MALAYSIA,Total of employed,N.A,6157.2
3404,1988,MALAYSIA,Malaysian citizens,Total Malaysian citizens,5916.5
3405,1988,MALAYSIA,Malaysian citizens,Bumiputera,3273.5
3406,1988,MALAYSIA,Malaysian citizens,Chinese,2005.3
3407,1988,MALAYSIA,Malaysian citizens,Indians,520.1
3408,1988,MALAYSIA,Malaysian citizens,Others,117.6
3409,1988,MALAYSIA,Non Malaysian citizens,N.A,240.7
3410,1988,JOHOR,Total of employed,N.A,792
3411,1988,JOHOR,Malaysian citizens,Total Malaysian citizens,751.3
3412,1988,JOHOR,Malaysian citizens,Bumiputera,376.4
3413,1988,JOHOR,Malaysian citizens,Chinese,278.6
3414,1988,JOHOR,Malaysian citizens,Indians,44.2
3415,1988,JOHOR,Malaysian citizens,Others,52.1
3416,1988,JOHOR,Non Malaysian citizens,N.A,40.6
3417,1988,KEDAH,Total of employed,N.A,459.3
3418,1988,KEDAH,Malaysian citizens,Total Malaysian citizens,454.3
3419,1988,KEDAH,Malaysian citizens,Bumiputera,331.7
3420,1988,KEDAH,Malaysian citizens,Chinese,81.6
3421,1988,KEDAH,Malaysian citizens,Indians,35.2
3422,1988,KEDAH,Malaysian citizens,Others,5.8
3423,1988,KEDAH,Non Malaysian citizens,N.A,4.9
3424,1988,KELANTAN,Total of employed,N.A,363.4
3425,1988,KELANTAN,Malaysian citizens,Total Malaysian citizens,351.8
3426,1988,KELANTAN,Malaysian citizens,Bumiputera,312.8
3427,1988,KELANTAN,Malaysian citizens,Chinese,27.2
3428,1988,KELANTAN,Malaysian citizens,Indians,0.9
3429,1988,KELANTAN,Malaysian citizens,Others,11
3430,1988,KELANTAN,Non Malaysian citizens,N.A,11.6
3431,1988,MELAKA,Total of employed,N.A,175.4
3432,1988,MELAKA,Malaysian citizens,Total Malaysian citizens,171.5
3433,1988,MELAKA,Malaysian citizens,Bumiputera,77.5
3434,1988,MELAKA,Malaysian citizens,Chinese,74.5
3435,1988,MELAKA,Malaysian citizens,Indians,17.7
3436,1988,MELAKA,Malaysian citizens,Others,1.8
3437,1988,MELAKA,Non Malaysian citizens,N.A,3.9
3438,1988,N.SEMBILAN,Total of employed,N.A,228
3439,1988,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,226
3440,1988,N.SEMBILAN,Malaysian citizens,Bumiputera,110.3
3441,1988,N.SEMBILAN,Malaysian citizens,Chinese,74.6
3442,1988,N.SEMBILAN,Malaysian citizens,Indians,40
3443,1988,N.SEMBILAN,Malaysian citizens,Others,1.1
3444,1988,N.SEMBILAN,Non Malaysian citizens,N.A,2
3445,1988,PAHANG,Total of employed,N.A,351.5
3446,1988,PAHANG,Malaysian citizens,Total Malaysian citizens,339.5
3447,1988,PAHANG,Malaysian citizens,Bumiputera,223.5
3448,1988,PAHANG,Malaysian citizens,Chinese,92.3
3449,1988,PAHANG,Malaysian citizens,Indians,23.2
3450,1988,PAHANG,Malaysian citizens,Others,0.5
3451,1988,PAHANG,Non Malaysian citizens,N.A,12
3452,1988,P.PINANG,Total of employed,N.A,398.9
3453,1988,P.PINANG,Malaysian citizens,Total Malaysian citizens,395.4
3454,1988,P.PINANG,Malaysian citizens,Bumiputera,123.5
3455,1988,P.PINANG,Malaysian citizens,Chinese,228.6
3456,1988,P.PINANG,Malaysian citizens,Indians,40.4
3457,1988,P.PINANG,Malaysian citizens,Others,2.9
3458,1988,P.PINANG,Non Malaysian citizens,N.A,3.6
3459,1988,PERAK,Total of employed,N.A,656.7
3460,1988,PERAK,Malaysian citizens,Total Malaysian citizens,648.5
3461,1988,PERAK,Malaysian citizens,Bumiputera,285.5
3462,1988,PERAK,Malaysian citizens,Chinese,278
3463,1988,PERAK,Malaysian citizens,Indians,84.6
3464,1988,PERAK,Malaysian citizens,Others,0.4
3465,1988,PERAK,Non Malaysian citizens,N.A,8.2
3466,1988,PERLIS,Total of employed,N.A,65.5
3467,1988,PERLIS,Malaysian citizens,Total Malaysian citizens,65.4
3468,1988,PERLIS,Malaysian citizens,Bumiputera,54.4
3469,1988,PERLIS,Malaysian citizens,Chinese,8.5
3470,1988,PERLIS,Malaysian citizens,Indians,2.4
3471,1988,PERLIS,Malaysian citizens,Others,0.1
3472,1988,PERLIS,Non Malaysian citizens,N.A,0.1
3473,1988,SELANGOR,Total of employed,N.A,893.1
3474,1988,SELANGOR,Malaysian citizens,Total Malaysian citizens,873.2
3475,1988,SELANGOR,Malaysian citizens,Bumiputera,368.2
3476,1988,SELANGOR,Malaysian citizens,Chinese,329.2
3477,1988,SELANGOR,Malaysian citizens,Indians,173.8
3478,1988,SELANGOR,Malaysian citizens,Others,1.9
3479,1988,SELANGOR,Non Malaysian citizens,N.A,19.9
3480,1988,SABAH,Total of employed,N.A,424.6
3481,1988,SABAH,Malaysian citizens,Total Malaysian citizens,328.8
3482,1988,SABAH,Malaysian citizens,Bumiputera,220.2
3483,1988,SABAH,Malaysian citizens,Chinese,73.3
3484,1988,SABAH,Malaysian citizens,Indians,2.2
3485,1988,SABAH,Malaysian citizens,Others,33.1
3486,1988,SABAH,Non Malaysian citizens,N.A,95.9
3487,1988,SARAWAK,Total of employed,N.A,637.1
3488,1988,SARAWAK,Malaysian citizens,Total Malaysian citizens,628.8
3489,1988,SARAWAK,Malaysian citizens,Bumiputera,434.9
3490,1988,SARAWAK,Malaysian citizens,Chinese,184.7
3491,1988,SARAWAK,Malaysian citizens,Indians,3.8
3492,1988,SARAWAK,Malaysian citizens,Others,5.4
3493,1988,SARAWAK,Non Malaysian citizens,N.A,8.4
3494,1988,W.P.KUALA LUMPUR,Total of employed,N.A,469.6
3495,1988,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,454.9
3496,1988,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,147.2
3497,1988,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,256
3498,1988,W.P.KUALA LUMPUR,Malaysian citizens,Indians,50.7
3499,1988,W.P.KUALA LUMPUR,Malaysian citizens,Others,1
3500,1988,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,14.7
3501,1988,W.P.LABUAN,Total of employed,N.A,12.3
3502,1988,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,9.7
3503,1988,W.P.LABUAN,Malaysian citizens,Bumiputera,6.1
3504,1988,W.P.LABUAN,Malaysian citizens,Chinese,2.7
3505,1988,W.P.LABUAN,Malaysian citizens,Indians,0.2
3506,1988,W.P.LABUAN,Malaysian citizens,Others,0.6
3507,1988,W.P.LABUAN,Non Malaysian citizens,N.A,2.6
3508,1987,MALAYSIA,Total of employed,N.A,5983.9
3509,1987,MALAYSIA,Malaysian citizens,Total Malaysian citizens,5774.1
3510,1987,MALAYSIA,Malaysian citizens,Bumiputera,3195.5
3511,1987,MALAYSIA,Malaysian citizens,Chinese,1972.7
3512,1987,MALAYSIA,Malaysian citizens,Indians,501.2
3513,1987,MALAYSIA,Malaysian citizens,Others,104.6
3514,1987,MALAYSIA,Non Malaysian citizens,N.A,209.9
3515,1987,JOHOR,Total of employed,N.A,732.7
3516,1987,JOHOR,Malaysian citizens,Total Malaysian citizens,706.8
3517,1987,JOHOR,Malaysian citizens,Bumiputera,352.7
3518,1987,JOHOR,Malaysian citizens,Chinese,265.2
3519,1987,JOHOR,Malaysian citizens,Indians,48
3520,1987,JOHOR,Malaysian citizens,Others,40.9
3521,1987,JOHOR,Non Malaysian citizens,N.A,26
3522,1987,KEDAH,Total of employed,N.A,420.1
3523,1987,KEDAH,Malaysian citizens,Total Malaysian citizens,417.2
3524,1987,KEDAH,Malaysian citizens,Bumiputera,294.2
3525,1987,KEDAH,Malaysian citizens,Chinese,80.7
3526,1987,KEDAH,Malaysian citizens,Indians,34.6
3527,1987,KEDAH,Malaysian citizens,Others,7.7
3528,1987,KEDAH,Non Malaysian citizens,N.A,2.9
3529,1987,KELANTAN,Total of employed,N.A,350.5
3530,1987,KELANTAN,Malaysian citizens,Total Malaysian citizens,339.9
3531,1987,KELANTAN,Malaysian citizens,Bumiputera,302.8
3532,1987,KELANTAN,Malaysian citizens,Chinese,26
3533,1987,KELANTAN,Malaysian citizens,Indians,1.3
3534,1987,KELANTAN,Malaysian citizens,Others,9.8
3535,1987,KELANTAN,Non Malaysian citizens,N.A,10.5
3536,1987,MELAKA,Total of employed,N.A,176.7
3537,1987,MELAKA,Malaysian citizens,Total Malaysian citizens,175.4
3538,1987,MELAKA,Malaysian citizens,Bumiputera,91.5
3539,1987,MELAKA,Malaysian citizens,Chinese,69.6
3540,1987,MELAKA,Malaysian citizens,Indians,13.7
3541,1987,MELAKA,Malaysian citizens,Others,0.7
3542,1987,MELAKA,Non Malaysian citizens,N.A,1.4
3543,1987,N.SEMBILAN,Total of employed,N.A,221.7
3544,1987,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,220
3545,1987,N.SEMBILAN,Malaysian citizens,Bumiputera,115.2
3546,1987,N.SEMBILAN,Malaysian citizens,Chinese,68.4
3547,1987,N.SEMBILAN,Malaysian citizens,Indians,35.9
3548,1987,N.SEMBILAN,Malaysian citizens,Others,0.6
3549,1987,N.SEMBILAN,Non Malaysian citizens,N.A,1.7
3550,1987,PAHANG,Total of employed,N.A,335.9
3551,1987,PAHANG,Malaysian citizens,Total Malaysian citizens,325.6
3552,1987,PAHANG,Malaysian citizens,Bumiputera,215.6
3553,1987,PAHANG,Malaysian citizens,Chinese,88.2
3554,1987,PAHANG,Malaysian citizens,Indians,21.7
3555,1987,PAHANG,Malaysian citizens,Others,0.1
3556,1987,PAHANG,Non Malaysian citizens,N.A,10.3
3557,1987,P.PINANG,Total of employed,N.A,404.8
3558,1987,P.PINANG,Malaysian citizens,Total Malaysian citizens,402.7
3559,1987,P.PINANG,Malaysian citizens,Bumiputera,128.1
3560,1987,P.PINANG,Malaysian citizens,Chinese,227.3
3561,1987,P.PINANG,Malaysian citizens,Indians,46.5
3562,1987,P.PINANG,Malaysian citizens,Others,0.7
3563,1987,P.PINANG,Non Malaysian citizens,N.A,2.1
3564,1987,PERAK,Total of employed,N.A,670.5
3565,1987,PERAK,Malaysian citizens,Total Malaysian citizens,661.5
3566,1987,PERAK,Malaysian citizens,Bumiputera,285.5
3567,1987,PERAK,Malaysian citizens,Chinese,277.9
3568,1987,PERAK,Malaysian citizens,Indians,97
3569,1987,PERAK,Malaysian citizens,Others,1.1
3570,1987,PERAK,Non Malaysian citizens,N.A,9
3571,1987,PERLIS,Total of employed,N.A,60.6
3572,1987,PERLIS,Malaysian citizens,Total Malaysian citizens,59.6
3573,1987,PERLIS,Malaysian citizens,Bumiputera,48.3
3574,1987,PERLIS,Malaysian citizens,Chinese,9.1
3575,1987,PERLIS,Malaysian citizens,Indians,1.7
3576,1987,PERLIS,Malaysian citizens,Others,0.5
3577,1987,PERLIS,Non Malaysian citizens,N.A,1
3578,1987,SELANGOR,Total of employed,N.A,865
3579,1987,SELANGOR,Malaysian citizens,Total Malaysian citizens,840.6
3580,1987,SELANGOR,Malaysian citizens,Bumiputera,363.8
3581,1987,SELANGOR,Malaysian citizens,Chinese,333.7
3582,1987,SELANGOR,Malaysian citizens,Indians,142
3583,1987,SELANGOR,Malaysian citizens,Others,1.1
3584,1987,SELANGOR,Non Malaysian citizens,N.A,24.4
3585,1987,TERENGGANU,Total of employed,N.A,208.9
3586,1987,TERENGGANU,Malaysian citizens,Total Malaysian citizens,202.1
3587,1987,TERENGGANU,Malaysian citizens,Bumiputera,189.8
3588,1987,TERENGGANU,Malaysian citizens,Chinese,11
3589,1987,TERENGGANU,Malaysian citizens,Indians,0.7
3590,1987,TERENGGANU,Malaysian citizens,Others,0.6
3591,1987,TERENGGANU,Non Malaysian citizens,N.A,6.8
3592,1987,SABAH,Total of employed,N.A,424.3
3593,1987,SABAH,Malaysian citizens,Total Malaysian citizens,328.4
3594,1987,SABAH,Malaysian citizens,Bumiputera,218.9
3595,1987,SABAH,Malaysian citizens,Chinese,73.2
3596,1987,SABAH,Malaysian citizens,Indians,1.8
3597,1987,SABAH,Malaysian citizens,Others,34.5
3598,1987,SABAH,Non Malaysian citizens,N.A,95.9
3599,1987,SARAWAK,Total of employed,N.A,642
3600,1987,SARAWAK,Malaysian citizens,Total Malaysian citizens,637.6
3601,1987,SARAWAK,Malaysian citizens,Bumiputera,441.4
3602,1987,SARAWAK,Malaysian citizens,Chinese,185.6
3603,1987,SARAWAK,Malaysian citizens,Indians,5.5
3604,1987,SARAWAK,Malaysian citizens,Others,5.1
3605,1987,SARAWAK,Non Malaysian citizens,N.A,4.4
3606,1987,W.P.KUALA LUMPUR,Total of employed,N.A,457.9
3607,1987,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,447.5
3608,1987,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,142
3609,1987,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,254.3
3610,1987,W.P.KUALA LUMPUR,Malaysian citizens,Indians,50.5
3611,1987,W.P.KUALA LUMPUR,Malaysian citizens,Others,0.6
3612,1987,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,10.4
3613,1987,W.P.LABUAN,Total of employed,N.A,12.3
3614,1987,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,9.2
3615,1987,W.P.LABUAN,Malaysian citizens,Bumiputera,5.6
3616,1987,W.P.LABUAN,Malaysian citizens,Chinese,2.6
3617,1987,W.P.LABUAN,Malaysian citizens,Indians,0.3
3618,1987,W.P.LABUAN,Malaysian citizens,Others,0.7
3619,1987,W.P.LABUAN,Non Malaysian citizens,N.A,3.1
3620,1986,MALAYSIA,Total of employed,N.A,5760.1
3621,1986,MALAYSIA,Malaysian citizens,Total Malaysian citizens,5558.2
3622,1986,MALAYSIA,Malaysian citizens,Bumiputera,3048.7
3623,1986,MALAYSIA,Malaysian citizens,Chinese,1897.4
3624,1986,MALAYSIA,Malaysian citizens,Indians,488
3625,1986,MALAYSIA,Malaysian citizens,Others,124.1
3626,1986,MALAYSIA,Non Malaysian citizens,N.A,202
3627,1986,JOHOR,Total of employed,N.A,700.4
3628,1986,JOHOR,Malaysian citizens,Total Malaysian citizens,679.3
3629,1986,JOHOR,Malaysian citizens,Bumiputera,293.4
3630,1986,JOHOR,Malaysian citizens,Chinese,266.4
3631,1986,JOHOR,Malaysian citizens,Indians,56.4
3632,1986,JOHOR,Malaysian citizens,Others,63.1
3633,1986,JOHOR,Non Malaysian citizens,N.A,21.1
3634,1986,KEDAH,Total of employed,N.A,418
3635,1986,KEDAH,Malaysian citizens,Total Malaysian citizens,414.5
3636,1986,KEDAH,Malaysian citizens,Bumiputera,292
3637,1986,KEDAH,Malaysian citizens,Chinese,84.1
3638,1986,KEDAH,Malaysian citizens,Indians,33.3
3639,1986,KEDAH,Malaysian citizens,Others,5.1
3640,1986,KEDAH,Non Malaysian citizens,N.A,3.4
3641,1986,KELANTAN,Total of employed,N.A,340.2
3642,1986,KELANTAN,Malaysian citizens,Total Malaysian citizens,328.8
3643,1986,KELANTAN,Malaysian citizens,Bumiputera,295.1
3644,1986,KELANTAN,Malaysian citizens,Chinese,22.9
3645,1986,KELANTAN,Malaysian citizens,Indians,4.3
3646,1986,KELANTAN,Malaysian citizens,Others,6.6
3647,1986,KELANTAN,Non Malaysian citizens,N.A,11.4
3648,1986,MELAKA,Total of employed,N.A,169.8
3649,1986,MELAKA,Malaysian citizens,Total Malaysian citizens,167
3650,1986,MELAKA,Malaysian citizens,Bumiputera,85.3
3651,1986,MELAKA,Malaysian citizens,Chinese,64.1
3652,1986,MELAKA,Malaysian citizens,Indians,16.5
3653,1986,MELAKA,Malaysian citizens,Others,1.1
3654,1986,MELAKA,Non Malaysian citizens,N.A,2.8
3655,1986,N.SEMBILAN,Total of employed,N.A,213.5
3656,1986,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,210.9
3657,1986,N.SEMBILAN,Malaysian citizens,Bumiputera,96
3658,1986,N.SEMBILAN,Malaysian citizens,Chinese,70.3
3659,1986,N.SEMBILAN,Malaysian citizens,Indians,43.8
3660,1986,N.SEMBILAN,Malaysian citizens,Others,0.9
3661,1986,N.SEMBILAN,Non Malaysian citizens,N.A,2.6
3662,1986,PAHANG,Total of employed,N.A,315.4
3663,1986,PAHANG,Malaysian citizens,Total Malaysian citizens,307.6
3664,1986,PAHANG,Malaysian citizens,Bumiputera,194.6
3665,1986,PAHANG,Malaysian citizens,Chinese,87.3
3666,1986,PAHANG,Malaysian citizens,Indians,25.4
3667,1986,PAHANG,Malaysian citizens,Others,0.3
3668,1986,PAHANG,Non Malaysian citizens,N.A,7.7
3669,1986,P.PINANG,Total of employed,N.A,391.4
3670,1986,P.PINANG,Malaysian citizens,Total Malaysian citizens,387.8
3671,1986,P.PINANG,Malaysian citizens,Bumiputera,122.4
3672,1986,P.PINANG,Malaysian citizens,Chinese,221.9
3673,1986,P.PINANG,Malaysian citizens,Indians,42
3674,1986,P.PINANG,Malaysian citizens,Others,1.5
3675,1986,P.PINANG,Non Malaysian citizens,N.A,3.6
3676,1986,PERAK,Total of employed,N.A,669.9
3677,1986,PERAK,Malaysian citizens,Total Malaysian citizens,661.8
3678,1986,PERAK,Malaysian citizens,Bumiputera,302.3
3679,1986,PERAK,Malaysian citizens,Chinese,262.1
3680,1986,PERAK,Malaysian citizens,Indians,93.4
3681,1986,PERAK,Malaysian citizens,Others,4
