_id,Year,State,Marital Status,Person
1890,1998,W.P.LABUAN,Divorced/permanently separated,1.1
1891,1997,MALAYSIA,Total,8569.2
1892,1997,MALAYSIA,Never married,2872.5
1893,1997,MALAYSIA,Married,5428.4
1894,1997,MALAYSIA,Widowed,169.3
1895,1997,MALAYSIA,Divorced/permanently separated,99
1896,1997,JOHOR,Total,1058.4
1897,1997,JOHOR,Never married,381
1898,1997,JOHOR,Married,651.5
1899,1997,JOHOR,Widowed,18.8
1900,1997,JOHOR,Divorced/permanently separated,6.8
1901,1997,KEDAH,Total,601.3
1902,1997,KEDAH,Never married,166.9
1903,1997,KEDAH,Married,415
1904,1997,KEDAH,Widowed,13.6
1905,1997,KEDAH,Divorced/permanently separated,5.9
1906,1997,KELANTAN,Total,413.7
1907,1997,KELANTAN,Never married,88.3
1908,1997,KELANTAN,Married,304.8
1909,1997,KELANTAN,Widowed,12.7
1910,1997,KELANTAN,Divorced/permanently separated,7.9
1911,1997,MELAKA,Total,257.1
1912,1997,MELAKA,Never married,90
1913,1997,MELAKA,Married,158.7
1914,1997,MELAKA,Widowed,5.1
1915,1997,MELAKA,Divorced/permanently separated,3.4
1916,1997,N.SEMBILAN,Total,307.6
1917,1997,N.SEMBILAN,Never married,96.9
1918,1997,N.SEMBILAN,Married,201
1919,1997,N.SEMBILAN,Widowed,5.9
1920,1997,N.SEMBILAN,Divorced/permanently separated,3.7
1921,1997,PAHANG,Total,395.4
1922,1997,PAHANG,Never married,120.3
1923,1997,PAHANG,Married,262.6
1924,1997,PAHANG,Widowed,9.3
1925,1997,PAHANG,Divorced/permanently separated,3.2
1926,1997,P.PINANG,Total,552
1927,1997,P.PINANG,Never married,218.8
1928,1997,P.PINANG,Married,315.5
1929,1997,P.PINANG,Widowed,12.2
1930,1997,P.PINANG,Divorced/permanently separated,5.3
1931,1997,PERAK,Total,744.2
1932,1997,PERAK,Never married,231.2
1933,1997,PERAK,Married,484.7
1934,1997,PERAK,Widowed,20.7
1935,1997,PERAK,Divorced/permanently separated,7.5
1936,1997,PERLIS,Total,70.1
1937,1997,PERLIS,Never married,15.7
1938,1997,PERLIS,Married,51.5
1939,1997,PERLIS,Widowed,1.6
1940,1997,PERLIS,Divorced/permanently separated,1.3
1941,1997,SELANGOR,Total,1329.9
1942,1997,SELANGOR,Never married,483.5
1943,1997,SELANGOR,Married,813.7
1944,1997,SELANGOR,Widowed,18.2
1945,1997,SELANGOR,Divorced/permanently separated,14.1
1946,1997,TERENGGANU,Total,282.3
1947,1997,TERENGGANU,Never married,90
1948,1997,TERENGGANU,Married,182.3
1949,1997,TERENGGANU,Widowed,6.5
1950,1997,TERENGGANU,Divorced/permanently separated,3.5
1951,1997,SABAH,Total,1000.1
1952,1997,SABAH,Never married,344.8
1953,1997,SABAH,Married,624.8
1954,1997,SABAH,Widowed,17.3
1955,1997,SABAH,Divorced/permanently separated,13.2
1956,1997,SARAWAK,Total,831.5
1957,1997,SARAWAK,Never married,259.8
1958,1997,SARAWAK,Married,543.5
1959,1997,SARAWAK,Widowed,16.3
1960,1997,SARAWAK,Divorced/permanently separated,12
1961,1997,W.P.KUALA LUMPUR,Total,691
1962,1997,W.P.KUALA LUMPUR,Never married,274.5
1963,1997,W.P.KUALA LUMPUR,Married,394.7
1964,1997,W.P.KUALA LUMPUR,Widowed,10.7
1965,1997,W.P.KUALA LUMPUR,Divorced/permanently separated,11
1966,1997,W.P.LABUAN,Total,34.7
1967,1997,W.P.LABUAN,Never married,10.1
1968,1997,W.P.LABUAN,Married,24.1
1969,1997,W.P.LABUAN,Widowed,0.3
1970,1997,W.P.LABUAN,Divorced/permanently separated,0.2
1971,1996,MALAYSIA,Total,8399.3
1972,1996,MALAYSIA,Never married,2860.4
1973,1996,MALAYSIA,Married,5264
1974,1996,MALAYSIA,Widowed,194.6
1975,1996,MALAYSIA,Divorced/permanently separated,79.6
1976,1996,JOHOR,Total,996.7
1977,1996,JOHOR,Never married,358.9
1978,1996,JOHOR,Married,610.6
1979,1996,JOHOR,Widowed,20.9
1980,1996,JOHOR,Divorced/permanently separated,6.1
1981,1996,KEDAH,Total,535.9
1982,1996,KEDAH,Never married,150.4
1983,1996,KEDAH,Married,363.2
1984,1996,KEDAH,Widowed,16.3
1985,1996,KEDAH,Divorced/permanently separated,6
1986,1996,KELANTAN,Total,445.5
1987,1996,KELANTAN,Never married,100.3
1988,1996,KELANTAN,Married,320.7
1989,1996,KELANTAN,Widowed,13.9
1990,1996,KELANTAN,Divorced/permanently separated,10.5
1991,1996,MELAKA,Total,237
1992,1996,MELAKA,Never married,80.2
1993,1996,MELAKA,Married,150.8
1994,1996,MELAKA,Widowed,4
1995,1996,MELAKA,Divorced/permanently separated,1.9
1996,1996,N.SEMBILAN,Total,319.3
1997,1996,N.SEMBILAN,Never married,106.4
1998,1996,N.SEMBILAN,Married,203.7
1999,1996,N.SEMBILAN,Widowed,6.6
2000,1996,N.SEMBILAN,Divorced/permanently separated,2.5
2001,1996,PAHANG,Total,406.2
2002,1996,PAHANG,Never married,124.2
2003,1996,PAHANG,Married,269.7
2004,1996,PAHANG,Widowed,9.5
2005,1996,PAHANG,Divorced/permanently separated,2.8
2006,1996,P.PINANG,Total,449.4
2007,1996,P.PINANG,Never married,175.9
2008,1996,P.PINANG,Married,261.5
2009,1996,P.PINANG,Widowed,7.8
2010,1996,P.PINANG,Divorced/permanently separated,4.2
2011,1996,PERAK,Total,723.1
2012,1996,PERAK,Never married,222.9
2013,1996,PERAK,Married,471.6
2014,1996,PERAK,Widowed,24
2015,1996,PERAK,Divorced/permanently separated,4.6
2016,1996,PERLIS,Total,70.1
2017,1996,PERLIS,Never married,15.3
2018,1996,PERLIS,Married,52.3
2019,1996,PERLIS,Widowed,1.7
2020,1996,PERLIS,Divorced/permanently separated,0.8
2021,1996,SELANGOR,Total,1359
2022,1996,SELANGOR,Never married,531.4
2023,1996,SELANGOR,Married,795.1
2024,1996,SELANGOR,Widowed,23.3
2025,1996,SELANGOR,Divorced/permanently separated,9.1
2026,1996,TERENGGANU,Total,298
2027,1996,TERENGGANU,Never married,84.2
2028,1996,TERENGGANU,Married,200.1
2029,1996,TERENGGANU,Widowed,8
2030,1996,TERENGGANU,Divorced/permanently separated,5.7
2031,1996,SABAH,Total,992.5
2032,1996,SABAH,Never married,344.8
2033,1996,SABAH,Married,611.6
2034,1996,SABAH,Widowed,24.7
2035,1996,SABAH,Divorced/permanently separated,11.3
2036,1996,SARAWAK,Total,831.5
2037,1996,SARAWAK,Never married,263.5
2038,1996,SARAWAK,Married,540.6
2039,1996,SARAWAK,Widowed,17.7
2040,1996,SARAWAK,Divorced/permanently separated,9.7
2041,1996,W.P.KUALA LUMPUR,Total,697.8
2042,1996,W.P.KUALA LUMPUR,Never married,290.3
2043,1996,W.P.KUALA LUMPUR,Married,387.8
2044,1996,W.P.KUALA LUMPUR,Widowed,15.7
2045,1996,W.P.KUALA LUMPUR,Divorced/permanently separated,4
2046,1996,W.P.LABUAN,Total,37.4
2047,1996,W.P.LABUAN,Never married,11.7
2048,1996,W.P.LABUAN,Married,24.7
2049,1996,W.P.LABUAN,Widowed,0.5
2050,1996,W.P.LABUAN,Divorced/permanently separated,0.4
2051,1995,MALAYSIA,Total,7645
2052,1995,MALAYSIA,Never married,2595
2053,1995,MALAYSIA,Married,4794.2
2054,1995,MALAYSIA,Widowed,186.4
2055,1995,MALAYSIA,Divorced/permanently separated,69.4
2056,1995,JOHOR,Total,891.8
2057,1995,JOHOR,Never married,319.5
2058,1995,JOHOR,Married,548.7
2059,1995,JOHOR,Widowed,18.8
2060,1995,JOHOR,Divorced/permanently separated,4.7
2061,1995,KEDAH,Total,521.1
2062,1995,KEDAH,Never married,155
2063,1995,KEDAH,Married,344.6
2064,1995,KEDAH,Widowed,17.3
2065,1995,KEDAH,Divorced/permanently separated,4
2066,1995,KELANTAN,Total,412.7
2067,1995,KELANTAN,Never married,96
2068,1995,KELANTAN,Married,295.2
2069,1995,KELANTAN,Widowed,13.1
2070,1995,KELANTAN,Divorced/permanently separated,8.5
2071,1995,MELAKA,Total,222.8
2072,1995,MELAKA,Never married,80.6
2073,1995,MELAKA,Married,135
2074,1995,MELAKA,Widowed,5.9
2075,1995,MELAKA,Divorced/permanently separated,1.3
2076,1995,N.SEMBILAN,Total,296.2
2077,1995,N.SEMBILAN,Never married,88.7
2078,1995,N.SEMBILAN,Married,198.1
2079,1995,N.SEMBILAN,Widowed,7
2080,1995,N.SEMBILAN,Divorced/permanently separated,2.5
2081,1995,PAHANG,Total,371.4
2082,1995,PAHANG,Never married,113
2083,1995,PAHANG,Married,244.1
2084,1995,PAHANG,Widowed,10.1
2085,1995,PAHANG,Divorced/permanently separated,4.2
2086,1995,P.PINANG,Total,485.8
2087,1995,P.PINANG,Never married,208.3
2088,1995,P.PINANG,Married,265.7
2089,1995,P.PINANG,Widowed,9
2090,1995,P.PINANG,Divorced/permanently separated,2.7
2091,1995,PERAK,Total,634.3
2092,1995,PERAK,Never married,191.6
2093,1995,PERAK,Married,418.8
2094,1995,PERAK,Widowed,19.5
2095,1995,PERAK,Divorced/permanently separated,4.2
2096,1995,PERLIS,Total,70.8
2097,1995,PERLIS,Never married,17
2098,1995,PERLIS,Married,51.1
2099,1995,PERLIS,Widowed,2.2
2100,1995,PERLIS,Divorced/permanently separated,0.5
2101,1995,SELANGOR,Total,1338.9
2102,1995,SELANGOR,Never married,527.4
2103,1995,SELANGOR,Married,781.7
2104,1995,SELANGOR,Widowed,23.7
2105,1995,SELANGOR,Divorced/permanently separated,5.9
2106,1995,TERENGGANU,Total,268
2107,1995,TERENGGANU,Never married,77.8
2108,1995,TERENGGANU,Married,178.3
2109,1995,TERENGGANU,Widowed,7.6
2110,1995,TERENGGANU,Divorced/permanently separated,4.2
2111,1995,SABAH,Total,722.7
2112,1995,SABAH,Never married,226.5
2113,1995,SABAH,Married,466
2114,1995,SABAH,Widowed,19.7
2115,1995,SABAH,Divorced/permanently separated,10.5
2116,1995,SARAWAK,Total,789.2
2117,1995,SARAWAK,Never married,248.9
2118,1995,SARAWAK,Married,509.5
2119,1995,SARAWAK,Widowed,19.9
2120,1995,SARAWAK,Divorced/permanently separated,10.8
2121,1995,W.P.KUALA LUMPUR,Total,588.4
2122,1995,W.P.KUALA LUMPUR,Never married,234.1
2123,1995,W.P.KUALA LUMPUR,Married,336.9
2124,1995,W.P.KUALA LUMPUR,Widowed,12.1
2125,1995,W.P.KUALA LUMPUR,Divorced/permanently separated,5.2
2126,1995,W.P.LABUAN,Total,31.1
2127,1995,W.P.LABUAN,Never married,9.9
2128,1995,W.P.LABUAN,Married,20.6
2129,1995,W.P.LABUAN,Widowed,0.5
2130,1995,W.P.LABUAN,Divorced/permanently separated,0.1
2131,1993,MALAYSIA,Total,7383.4
2132,1993,MALAYSIA,Never married,2506.4
2133,1993,MALAYSIA,Married,4639.9
2134,1993,MALAYSIA,Widowed,156.9
2135,1993,MALAYSIA,Divorced/permanently separated,80.2
2136,1993,JOHOR,Total,974.3
2137,1993,JOHOR,Never married,368
2138,1993,JOHOR,Married,577.9
2139,1993,JOHOR,Widowed,19.5
2140,1993,JOHOR,Divorced/permanently separated,9
2141,1993,KEDAH,Total,475.1
2142,1993,KEDAH,Never married,136
2143,1993,KEDAH,Married,322.7
2144,1993,KEDAH,Widowed,9.9
2145,1993,KEDAH,Divorced/permanently separated,6.5
2146,1993,KELANTAN,Total,394.4
2147,1993,KELANTAN,Never married,89.1
2148,1993,KELANTAN,Married,288
2149,1993,KELANTAN,Widowed,11
2150,1993,KELANTAN,Divorced/permanently separated,6.2
2151,1993,MELAKA,Total,218.5
2152,1993,MELAKA,Never married,76.9
2153,1993,MELAKA,Married,134
2154,1993,MELAKA,Widowed,5.7
2155,1993,MELAKA,Divorced/permanently separated,1.9
2156,1993,N.SEMBILAN,Total,284.4
2157,1993,N.SEMBILAN,Never married,92.1
2158,1993,N.SEMBILAN,Married,183.6
2159,1993,N.SEMBILAN,Widowed,5
2160,1993,N.SEMBILAN,Divorced/permanently separated,3.6
2161,1993,PAHANG,Total,378.7
2162,1993,PAHANG,Never married,118.1
2163,1993,PAHANG,Married,253.3
2164,1993,PAHANG,Widowed,4.1
2165,1993,PAHANG,Divorced/permanently separated,3.1
2166,1993,P.PINANG,Total,531
2167,1993,P.PINANG,Never married,198.2
2168,1993,P.PINANG,Married,321.7
2169,1993,P.PINANG,Widowed,8.6
2170,1993,P.PINANG,Divorced/permanently separated,2.5
2171,1993,PERAK,Total,669.8
2172,1993,PERAK,Never married,211.5
2173,1993,PERAK,Married,437.1
2174,1993,PERAK,Widowed,17
2175,1993,PERAK,Divorced/permanently separated,4.2
2176,1993,PERLIS,Total,70.7
2177,1993,PERLIS,Never married,17.8
2178,1993,PERLIS,Married,48.4
2179,1993,PERLIS,Widowed,3
2180,1993,PERLIS,Divorced/permanently separated,1.5
2181,1993,SELANGOR,Total,1080.1
2182,1993,SELANGOR,Never married,406.8
2183,1993,SELANGOR,Married,640
2184,1993,SELANGOR,Widowed,21.1
2185,1993,SELANGOR,Divorced/permanently separated,11.6
2186,1993,TERENGGANU,Total,280.9
2187,1993,TERENGGANU,Never married,82.5
2188,1993,TERENGGANU,Married,186.5
2189,1993,TERENGGANU,Widowed,7.1
2190,1993,TERENGGANU,Divorced/permanently separated,4.4
2191,1993,SABAH,Total,674
2192,1993,SABAH,Never married,218.3
2193,1993,SABAH,Married,429.5
2194,1993,SABAH,Widowed,17.1
2195,1993,SABAH,Divorced/permanently separated,9.2
2196,1993,SARAWAK,Total,753.8
2197,1993,SARAWAK,Never married,243.8
2198,1993,SARAWAK,Married,484.5
2199,1993,SARAWAK,Widowed,16.1
2200,1993,SARAWAK,Divorced/permanently separated,9.5
2201,1993,W.P.KUALA LUMPUR,Total,580.5
2202,1993,W.P.KUALA LUMPUR,Never married,240.9
2203,1993,W.P.KUALA LUMPUR,Married,320.6
2204,1993,W.P.KUALA LUMPUR,Widowed,11.8
2205,1993,W.P.KUALA LUMPUR,Divorced/permanently separated,6.9
2206,1993,W.P.LABUAN,Total,17.3
2207,1993,W.P.LABUAN,Never married,5.2
2208,1993,W.P.LABUAN,Married,11.9
2209,1993,W.P.LABUAN,Widowed,0.2
2210,1993,W.P.LABUAN,Divorced/permanently separated,0
2211,1992,MALAYSIA,Total,7047.8
2212,1992,MALAYSIA,Never married,2503.1
2213,1992,MALAYSIA,Married,4289.3
2214,1992,MALAYSIA,Widowed,160.5
2215,1992,MALAYSIA,Divorced/permanently separated,89.9
2216,1992,JOHOR,Total,926
2217,1992,JOHOR,Never married,361.7
2218,1992,JOHOR,Married,535.3
2219,1992,JOHOR,Widowed,17.6
2220,1992,JOHOR,Divorced/permanently separated,8.9
2221,1992,KEDAH,Total,495
2222,1992,KEDAH,Never married,151.6
2223,1992,KEDAH,Married,322.6
2224,1992,KEDAH,Widowed,14.7
2225,1992,KEDAH,Divorced/permanently separated,6.1
2226,1992,KELANTAN,Total,382.5
2227,1992,KELANTAN,Never married,90.1
2228,1992,KELANTAN,Married,271.1
2229,1992,KELANTAN,Widowed,12.2
2230,1992,KELANTAN,Divorced/permanently separated,9.1
2231,1992,MELAKA,Total,207.4
2232,1992,MELAKA,Never married,75.2
2233,1992,MELAKA,Married,126.1
2234,1992,MELAKA,Widowed,3.4
2235,1992,MELAKA,Divorced/permanently separated,2.6
2236,1992,N.SEMBILAN,Total,251.4
2237,1992,N.SEMBILAN,Never married,76.3
2238,1992,N.SEMBILAN,Married,163.9
2239,1992,N.SEMBILAN,Widowed,7.3
2240,1992,N.SEMBILAN,Divorced/permanently separated,3.3
2241,1992,PAHANG,Total,417
2242,1992,PAHANG,Never married,132.5
2243,1992,PAHANG,Married,271.1
2244,1992,PAHANG,Widowed,8.9
2245,1992,PAHANG,Divorced/permanently separated,4.4
2246,1992,P.PINANG,Total,512.6
2247,1992,P.PINANG,Never married,227.8
2248,1992,P.PINANG,Married,269.5
2249,1992,P.PINANG,Widowed,9.3
2250,1992,P.PINANG,Divorced/permanently separated,5.7
2251,1992,PERAK,Total,692.9
2252,1992,PERAK,Never married,223.2
2253,1992,PERAK,Married,442.4
2254,1992,PERAK,Widowed,19.4
2255,1992,PERAK,Divorced/permanently separated,7.9
2256,1992,PERLIS,Total,66.9
2257,1992,PERLIS,Never married,17.8
2258,1992,PERLIS,Married,46.6
2259,1992,PERLIS,Widowed,1.3
2260,1992,PERLIS,Divorced/permanently separated,1.3
2261,1992,SELANGOR,Total,1069.6
2262,1992,SELANGOR,Never married,437.8
2263,1992,SELANGOR,Married,603.1
2264,1992,SELANGOR,Widowed,18
2265,1992,SELANGOR,Divorced/permanently separated,10
2266,1992,TERENGGANU,Total,252.9
2267,1992,TERENGGANU,Never married,74.6
2268,1992,TERENGGANU,Married,165.4
2269,1992,TERENGGANU,Widowed,6.6
2270,1992,TERENGGANU,Divorced/permanently separated,5.7
2271,1992,SABAH,Total,491.5
2272,1992,SABAH,Never married,152.5
2273,1992,SABAH,Married,315.2
2274,1992,SABAH,Widowed,14.8
2275,1992,SABAH,Divorced/permanently separated,9.1
2276,1992,SARAWAK,Total,711.3
2277,1992,SARAWAK,Never married,234
2278,1992,SARAWAK,Married,450.6
2279,1992,SARAWAK,Widowed,17.5
2280,1992,SARAWAK,Divorced/permanently separated,9.2
2281,1992,W.P.KUALA LUMPUR,Total,555.8
2282,1992,W.P.KUALA LUMPUR,Never married,242.5
2283,1992,W.P.KUALA LUMPUR,Married,298
2284,1992,W.P.KUALA LUMPUR,Widowed,8.9
2285,1992,W.P.KUALA LUMPUR,Divorced/permanently separated,6.3
2286,1992,W.P.LABUAN,Total,14.9
2287,1992,W.P.LABUAN,Never married,5.5
2288,1992,W.P.LABUAN,Married,8.6
2289,1992,W.P.LABUAN,Widowed,0.5
2290,1992,W.P.LABUAN,Divorced/permanently separated,0.3
2291,1990,MALAYSIA,Total,6685
2292,1990,MALAYSIA,Never married,2389.5
2293,1990,MALAYSIA,Married,4069.8
2294,1990,MALAYSIA,Widowed,149.2
2295,1990,MALAYSIA,Divorced/permanently separated,75.4
2296,1990,JOHOR,Total,914.1
2297,1990,JOHOR,Never married,347.7
2298,1990,JOHOR,Married,540.4
2299,1990,JOHOR,Widowed,18.2
2300,1990,JOHOR,Divorced/permanently separated,7.5
2301,1990,KEDAH,Total,467.6
2302,1990,KEDAH,Never married,141.7
2303,1990,KEDAH,Married,307.6
2304,1990,KEDAH,Widowed,12.7
2305,1990,KEDAH,Divorced/permanently separated,5.6
2306,1990,KELANTAN,Total,377.7
2307,1990,KELANTAN,Never married,93.5
2308,1990,KELANTAN,Married,262.2
2309,1990,KELANTAN,Widowed,12.1
2310,1990,KELANTAN,Divorced/permanently separated,9.8
2311,1990,MELAKA,Total,180
2312,1990,MELAKA,Never married,64.9
2313,1990,MELAKA,Married,108.3
2314,1990,MELAKA,Widowed,5.3
2315,1990,MELAKA,Divorced/permanently separated,1.6
2316,1990,N.SEMBILAN,Total,216
2317,1990,N.SEMBILAN,Never married,63.5
2318,1990,N.SEMBILAN,Married,145.3
2319,1990,N.SEMBILAN,Widowed,4.6
2320,1990,N.SEMBILAN,Divorced/permanently separated,2.5
2321,1990,PAHANG,Total,428.8
2322,1990,PAHANG,Never married,137.8
2323,1990,PAHANG,Married,280.1
2324,1990,PAHANG,Widowed,7.7
2325,1990,PAHANG,Divorced/permanently separated,2.6
2326,1990,P.PINANG,Total,457.2
2327,1990,P.PINANG,Never married,200.7
2328,1990,P.PINANG,Married,243.7
2329,1990,P.PINANG,Widowed,8.9
2330,1990,P.PINANG,Divorced/permanently separated,4
2331,1990,PERAK,Total,678.2
2332,1990,PERAK,Never married,232
2333,1990,PERAK,Married,418.2
2334,1990,PERAK,Widowed,20.6
2335,1990,PERAK,Divorced/permanently separated,7.4
2336,1990,PERLIS,Total,57.1
2337,1990,PERLIS,Never married,12.1
2338,1990,PERLIS,Married,43.3
2339,1990,PERLIS,Widowed,1.2
2340,1990,PERLIS,Divorced/permanently separated,0.5
2341,1990,SELANGOR,Total,1039.4
2342,1990,SELANGOR,Never married,441
2343,1990,SELANGOR,Married,573.1
2344,1990,SELANGOR,Widowed,15.8
2345,1990,SELANGOR,Divorced/permanently separated,9.5
2346,1990,TERENGGANU,Total,227.6
2347,1990,TERENGGANU,Never married,70
2348,1990,TERENGGANU,Married,148
2349,1990,TERENGGANU,Widowed,5.8
2350,1990,TERENGGANU,Divorced/permanently separated,3.8
2351,1990,SABAH,Total,436.9
2352,1990,SABAH,Never married,137.2
2353,1990,SABAH,Married,283.3
2354,1990,SABAH,Widowed,11.5
2355,1990,SABAH,Divorced/permanently separated,4.9
2356,1990,SARAWAK,Total,698.9
2357,1990,SARAWAK,Never married,228
2358,1990,SARAWAK,Married,442.8
2359,1990,SARAWAK,Widowed,17.4
2360,1990,SARAWAK,Divorced/permanently separated,10.6
2361,1990,W.P.KUALA LUMPUR,Total,490.7
2362,1990,W.P.KUALA LUMPUR,Never married,215.7
2363,1990,W.P.KUALA LUMPUR,Married,262.9
2364,1990,W.P.KUALA LUMPUR,Widowed,7.5
2365,1990,W.P.KUALA LUMPUR,Divorced/permanently separated,4.6
2366,1990,W.P.LABUAN,Total,14.8
2367,1990,W.P.LABUAN,Never married,3.7
2368,1990,W.P.LABUAN,Married,10.6
2369,1990,W.P.LABUAN,Widowed,0.1
2370,1990,W.P.LABUAN,Divorced/permanently separated,0.4
2371,1989,MALAYSIA,Total,6390.9
2372,1989,MALAYSIA,Never married,2223.9
2373,1989,MALAYSIA,Married,3948.2
2374,1989,MALAYSIA,Widowed,144.7
2375,1989,MALAYSIA,Divorced/permanently separated,74.1
2376,1989,JOHOR,Total,822.3
2377,1989,JOHOR,Never married,303.1
2378,1989,JOHOR,Married,493
2379,1989,JOHOR,Widowed,19.2
2380,1989,JOHOR,Divorced/permanently separated,6.9
2381,1989,KEDAH,Total,443.3
2382,1989,KEDAH,Never married,135
2383,1989,KEDAH,Married,288.6
2384,1989,KEDAH,Widowed,13.5
2385,1989,KEDAH,Divorced/permanently separated,6.2
2386,1989,KELANTAN,Total,363.8
2387,1989,KELANTAN,Never married,87.2
2388,1989,KELANTAN,Married,258.7
2389,1989,KELANTAN,Widowed,10.2
2390,1989,KELANTAN,Divorced/permanently separated,7.7
2391,1989,MELAKA,Total,185.9
2392,1989,MELAKA,Never married,66.8
2393,1989,MELAKA,Married,113.2
2394,1989,MELAKA,Widowed,3.7
2395,1989,MELAKA,Divorced/permanently separated,2.2
2396,1989,N.SEMBILAN,Total,229.3
2397,1989,N.SEMBILAN,Never married,72.4
2398,1989,N.SEMBILAN,Married,149.1
2399,1989,N.SEMBILAN,Widowed,4.9
2400,1989,N.SEMBILAN,Divorced/permanently separated,2.9
2401,1989,PAHANG,Total,379.1
2402,1989,PAHANG,Never married,125.4
2403,1989,PAHANG,Married,243.5
2404,1989,PAHANG,Widowed,7
2405,1989,PAHANG,Divorced/permanently separated,3.3
2406,1989,P.PINANG,Total,436.3
2407,1989,P.PINANG,Never married,192.6
2408,1989,P.PINANG,Married,232.3
2409,1989,P.PINANG,Widowed,7.8
2410,1989,P.PINANG,Divorced/permanently separated,3.5
2411,1989,PERAK,Total,686.7
2412,1989,PERAK,Never married,234
2413,1989,PERAK,Married,424.5
2414,1989,PERAK,Widowed,21.3
2415,1989,PERAK,Divorced/permanently separated,6.9
2416,1989,PERLIS,Total,66.3
2417,1989,PERLIS,Never married,17.5
2418,1989,PERLIS,Married,46.4
2419,1989,PERLIS,Widowed,1
2420,1989,PERLIS,Divorced/permanently separated,1.4
2421,1989,SELANGOR,Total,900.3
2422,1989,SELANGOR,Never married,350.7
2423,1989,SELANGOR,Married,526.8
2424,1989,SELANGOR,Widowed,15.4
2425,1989,SELANGOR,Divorced/permanently separated,7.3
2426,1989,TERENGGANU,Total,229.9
2427,1989,TERENGGANU,Never married,66.2
2428,1989,TERENGGANU,Married,153.7
2429,1989,TERENGGANU,Widowed,6.5
2430,1989,TERENGGANU,Divorced/permanently separated,3.5
2431,1989,SABAH,Total,442.3
2432,1989,SABAH,Never married,132.4
2433,1989,SABAH,Married,293.4
2434,1989,SABAH,Widowed,10.2
2435,1989,SABAH,Divorced/permanently separated,6.3
2436,1989,SARAWAK,Total,687.2
2437,1989,SARAWAK,Never married,224.6
2438,1989,SARAWAK,Married,436.5
2439,1989,SARAWAK,Widowed,15.9
2440,1989,SARAWAK,Divorced/permanently separated,10.1
2441,1989,W.P.KUALA LUMPUR,Total,504.7
2442,1989,W.P.KUALA LUMPUR,Never married,211.8
2443,1989,W.P.KUALA LUMPUR,Married,279.6
2444,1989,W.P.KUALA LUMPUR,Widowed,7.7
2445,1989,W.P.KUALA LUMPUR,Divorced/permanently separated,5.7
2446,1989,W.P.LABUAN,Total,13.4
2447,1989,W.P.LABUAN,Never married,4.3
2448,1989,W.P.LABUAN,Married,8.7
2449,1989,W.P.LABUAN,Widowed,0.2
2450,1989,W.P.LABUAN,Divorced/permanently separated,0.2
2451,1988,MALAYSIA,Total,6157.2
2452,1988,MALAYSIA,Never married,2098.4
2453,1988,MALAYSIA,Married,3834.3
2454,1988,MALAYSIA,Widowed,141.8
2455,1988,MALAYSIA,Divorced/permanently separated,82.6
2456,1988,JOHOR,Total,792
2457,1988,JOHOR,Never married,283.8
2458,1988,JOHOR,Married,485.1
2459,1988,JOHOR,Widowed,15.7
2460,1988,JOHOR,Divorced/permanently separated,7.4
2461,1988,KEDAH,Total,459.3
2462,1988,KEDAH,Never married,126.5
2463,1988,KEDAH,Married,309.9
2464,1988,KEDAH,Widowed,15.5
2465,1988,KEDAH,Divorced/permanently separated,7.4
2466,1988,KELANTAN,Total,363.4
2467,1988,KELANTAN,Never married,86.7
2468,1988,KELANTAN,Married,252.4
2469,1988,KELANTAN,Widowed,9.9
2470,1988,KELANTAN,Divorced/permanently separated,14.4
2471,1988,MELAKA,Total,175.4
2472,1988,MELAKA,Never married,64.5
2473,1988,MELAKA,Married,104.2
2474,1988,MELAKA,Widowed,4.8
2475,1988,MELAKA,Divorced/permanently separated,1.9
2476,1988,N.SEMBILAN,Total,228
2477,1988,N.SEMBILAN,Never married,75.1
2478,1988,N.SEMBILAN,Married,145.8
2479,1988,N.SEMBILAN,Widowed,4.8
2480,1988,N.SEMBILAN,Divorced/permanently separated,2.3
2481,1988,PAHANG,Total,351.5
2482,1988,PAHANG,Never married,111.9
2483,1988,PAHANG,Married,228.6
2484,1988,PAHANG,Widowed,6
2485,1988,PAHANG,Divorced/permanently separated,4.9
2486,1988,P.PINANG,Total,398.9
2487,1988,P.PINANG,Never married,165
2488,1988,P.PINANG,Married,223.4
2489,1988,P.PINANG,Widowed,7.4
2490,1988,P.PINANG,Divorced/permanently separated,3.2
2491,1988,PERAK,Total,656.7
2492,1988,PERAK,Never married,224.1
2493,1988,PERAK,Married,406.5
2494,1988,PERAK,Widowed,20
2495,1988,PERAK,Divorced/permanently separated,6
2496,1988,PERLIS,Total,65.5
2497,1988,PERLIS,Never married,16
2498,1988,PERLIS,Married,46.9
2499,1988,PERLIS,Widowed,1.4
2500,1988,PERLIS,Divorced/permanently separated,1.2
2501,1988,SELANGOR,Total,893.1
2502,1988,SELANGOR,Never married,337.7
2503,1988,SELANGOR,Married,535.4
2504,1988,SELANGOR,Widowed,14.3
2505,1988,SELANGOR,Divorced/permanently separated,5.7
2506,1988,TERENGGANU,Total,229.8
2507,1988,TERENGGANU,Never married,69.3
2508,1988,TERENGGANU,Married,149.9
2509,1988,TERENGGANU,Widowed,5.7
2510,1988,TERENGGANU,Divorced/permanently separated,5.1
2511,1988,SABAH,Total,424.6
2512,1988,SABAH,Never married,126.2
2513,1988,SABAH,Married,279
