_id,Year,Country/State,Classification,Occupation,Person ('000)
3490,1996,SABAH,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",341.0
3491,1996,SABAH,"Dictionary of Occupational Classification, 1980",Clerical and related workers,71.9
3492,1996,SABAH,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",311.0
3493,1996,SABAH,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",65.9
3494,1996,SABAH,"Dictionary of Occupational Classification, 1980",Sales workers,85.6
3495,1996,SABAH,"Dictionary of Occupational Classification, 1980",Service workers,97.6
3496,1996,SARAWAK,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,16.6
3497,1996,SARAWAK,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",281.4
3498,1996,SARAWAK,"Dictionary of Occupational Classification, 1980",Clerical and related workers,74.4
3499,1996,SARAWAK,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",237.3
3500,1996,SARAWAK,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",66.3
3501,1996,SARAWAK,"Dictionary of Occupational Classification, 1980",Sales workers,75.2
3502,1996,SARAWAK,"Dictionary of Occupational Classification, 1980",Service workers,80.3
3503,1996,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,62.1
3504,1996,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",4.0
3505,1996,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Clerical and related workers,136.9
3506,1996,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",185.2
3507,1996,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",99.9
3508,1996,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Sales workers,96.2
3509,1996,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Service workers,113.4
3510,1996,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,1.1
3511,1996,W.P.LABUAN,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",2.5
3512,1996,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Clerical and related workers,4.4
3513,1996,W.P.LABUAN,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",17.3
3514,1996,W.P.LABUAN,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",2.2
3515,1996,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Sales workers,3.4
3516,1996,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Service workers,6.6
3517,1996,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,7.8
3518,1996,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",68.3
3519,1996,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Clerical and related workers,28.4
3520,1996,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",119.8
3521,1996,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",29.1
3522,1996,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Sales workers,31.8
3523,1996,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Service workers,34.1
3524,1996,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,21.1
3525,1996,PULAU PINANG,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",15.9
3526,1996,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Clerical and related workers,54.9
3527,1996,PULAU PINANG,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",197.9
3528,1996,PULAU PINANG,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",55.4
3529,1996,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Sales workers,55.3
3530,1996,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Service workers,48.9
3531,1995,MALAYSIA,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,247.7
3532,1995,MALAYSIA,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",1539.5
3533,1995,MALAYSIA,"Dictionary of Occupational Classification, 1980",Clerical and related workers,832.0
3534,1995,MALAYSIA,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",2588.4
3535,1995,MALAYSIA,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",756.6
3536,1995,MALAYSIA,"Dictionary of Occupational Classification, 1980",Sales workers,834.9
3537,1995,MALAYSIA,"Dictionary of Occupational Classification, 1980",Service workers,845.8
3538,1995,JOHOR,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,27.5
3539,1995,JOHOR,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",150.4
3540,1995,JOHOR,"Dictionary of Occupational Classification, 1980",Clerical and related workers,84.0
3541,1995,JOHOR,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",376.8
3542,1995,JOHOR,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",69.4
3543,1995,JOHOR,"Dictionary of Occupational Classification, 1980",Sales workers,98.2
3544,1995,JOHOR,"Dictionary of Occupational Classification, 1980",Service workers,85.5
3545,1995,KEDAH,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,7.5
3546,1995,KEDAH,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",146.2
3547,1995,KEDAH,"Dictionary of Occupational Classification, 1980",Clerical and related workers,37.2
3548,1995,KEDAH,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",185.7
3549,1995,KEDAH,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",42.3
3550,1995,KEDAH,"Dictionary of Occupational Classification, 1980",Sales workers,51.0
3551,1995,KEDAH,"Dictionary of Occupational Classification, 1980",Service workers,51.3
3552,1995,KELANTAN,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,6.0
3553,1995,KELANTAN,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",125.6
3554,1995,KELANTAN,"Dictionary of Occupational Classification, 1980",Clerical and related workers,25.6
3555,1995,KELANTAN,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",107.6
3556,1995,KELANTAN,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",46.1
3557,1995,KELANTAN,"Dictionary of Occupational Classification, 1980",Sales workers,58.8
3558,1995,KELANTAN,"Dictionary of Occupational Classification, 1980",Service workers,43.0
3559,1995,MELAKA,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,7.2
3560,1995,MELAKA,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",25.0
3561,1995,MELAKA,"Dictionary of Occupational Classification, 1980",Clerical and related workers,22.8
3562,1995,MELAKA,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",89.3
3563,1995,MELAKA,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",22.2
3564,1995,MELAKA,"Dictionary of Occupational Classification, 1980",Sales workers,26.0
3565,1995,MELAKA,"Dictionary of Occupational Classification, 1980",Service workers,30.4
3566,1995,PAHANG,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,6.1
3567,1995,PAHANG,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",134.0
3568,1995,PAHANG,"Dictionary of Occupational Classification, 1980",Clerical and related workers,29.0
3569,1995,PAHANG,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",99.3
3570,1995,PAHANG,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",28.7
3571,1995,PAHANG,"Dictionary of Occupational Classification, 1980",Sales workers,36.4
3572,1995,PAHANG,"Dictionary of Occupational Classification, 1980",Service workers,37.9
3573,1995,PERAK,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,9.9
3574,1995,PERAK,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",146.2
3575,1995,PERAK,"Dictionary of Occupational Classification, 1980",Clerical and related workers,53.2
3576,1995,PERAK,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",219.6
3577,1995,PERAK,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",54.0
3578,1995,PERAK,"Dictionary of Occupational Classification, 1980",Sales workers,72.8
3579,1995,PERAK,"Dictionary of Occupational Classification, 1980",Service workers,78.8
3580,1995,PERLIS,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,0.9
3581,1995,PERLIS,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",22.5
3582,1995,PERLIS,"Dictionary of Occupational Classification, 1980",Clerical and related workers,4.4
3583,1995,PERLIS,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",22.6
3584,1995,PERLIS,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",5.7
3585,1995,PERLIS,"Dictionary of Occupational Classification, 1980",Sales workers,6.3
3586,1995,PERLIS,"Dictionary of Occupational Classification, 1980",Service workers,8.3
3587,1995,SELANGOR,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,76.0
3588,1995,SELANGOR,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",65.2
3589,1995,SELANGOR,"Dictionary of Occupational Classification, 1980",Clerical and related workers,213.6
3590,1995,SELANGOR,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",504.6
3591,1995,SELANGOR,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",175.7
3592,1995,SELANGOR,"Dictionary of Occupational Classification, 1980",Sales workers,156.1
3593,1995,SELANGOR,"Dictionary of Occupational Classification, 1980",Service workers,147.7
3594,1995,TERENGGANU,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,5.1
3595,1995,TERENGGANU,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",64.2
3596,1995,TERENGGANU,"Dictionary of Occupational Classification, 1980",Clerical and related workers,21.8
3597,1995,TERENGGANU,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",89.1
3598,1995,TERENGGANU,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",29.3
3599,1995,TERENGGANU,"Dictionary of Occupational Classification, 1980",Sales workers,26.0
3600,1995,TERENGGANU,"Dictionary of Occupational Classification, 1980",Service workers,32.4
3601,1995,SABAH,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,14.8
3602,1995,SABAH,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",274.8
3603,1995,SABAH,"Dictionary of Occupational Classification, 1980",Clerical and related workers,59.9
3604,1995,SABAH,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",180.7
3605,1995,SABAH,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",57.1
3606,1995,SABAH,"Dictionary of Occupational Classification, 1980",Sales workers,67.5
3607,1995,SABAH,"Dictionary of Occupational Classification, 1980",Service workers,67.8
3608,1995,SARAWAK,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,13.8
3609,1995,SARAWAK,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",287.7
3610,1995,SARAWAK,"Dictionary of Occupational Classification, 1980",Clerical and related workers,73.7
3611,1995,SARAWAK,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",199.8
3612,1995,SARAWAK,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",65.1
3613,1995,SARAWAK,"Dictionary of Occupational Classification, 1980",Sales workers,71.1
3614,1995,SARAWAK,"Dictionary of Occupational Classification, 1980",Service workers,78.1
3615,1995,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,52.0
3616,1995,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",4.0
3617,1995,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Clerical and related workers,120.4
3618,1995,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",168.5
3619,1995,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",73.0
3620,1995,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Sales workers,79.3
3621,1995,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Service workers,91.2
3622,1995,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,0.4
3623,1995,W.P.LABUAN,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",1.1
3624,1995,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Clerical and related workers,3.6
3625,1995,W.P.LABUAN,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",16.1
3626,1995,W.P.LABUAN,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",3.8
3627,1995,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Sales workers,2.3
3628,1995,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Service workers,3.7
3629,1995,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,5.6
3630,1995,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",77.4
3631,1995,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Clerical and related workers,24.5
3632,1995,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",100.5
3633,1995,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",27.3
3634,1995,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Sales workers,23.7
3635,1995,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Service workers,37.2
3636,1995,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,14.9
3637,1995,PULAU PINANG,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",15.2
3638,1995,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Clerical and related workers,58.4
3639,1995,PULAU PINANG,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",228.4
3640,1995,PULAU PINANG,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",56.7
3641,1995,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Sales workers,59.5
3642,1995,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Service workers,52.6
3643,1993,MALAYSIA,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,219.9
3644,1993,MALAYSIA,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",1576.0
3645,1993,MALAYSIA,"Dictionary of Occupational Classification, 1980",Clerical and related workers,789.2
3646,1993,MALAYSIA,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",2508.0
3647,1993,MALAYSIA,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",639.5
3648,1993,MALAYSIA,"Dictionary of Occupational Classification, 1980",Sales workers,771.8
3649,1993,MALAYSIA,"Dictionary of Occupational Classification, 1980",Service workers,879.0
3650,1993,JOHOR,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,22.8
3651,1993,JOHOR,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",173.9
3652,1993,JOHOR,"Dictionary of Occupational Classification, 1980",Clerical and related workers,85.9
3653,1993,JOHOR,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",446.0
3654,1993,JOHOR,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",67.6
3655,1993,JOHOR,"Dictionary of Occupational Classification, 1980",Sales workers,76.0
3656,1993,JOHOR,"Dictionary of Occupational Classification, 1980",Service workers,102.0
3657,1993,KEDAH,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,6.0
3658,1993,KEDAH,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",139.4
3659,1993,KEDAH,"Dictionary of Occupational Classification, 1980",Clerical and related workers,28.5
3660,1993,KEDAH,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",169.3
3661,1993,KEDAH,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",34.6
3662,1993,KEDAH,"Dictionary of Occupational Classification, 1980",Sales workers,51.2
3663,1993,KEDAH,"Dictionary of Occupational Classification, 1980",Service workers,46.0
3664,1993,KELANTAN,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,8.4
3665,1993,KELANTAN,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",142.7
3666,1993,KELANTAN,"Dictionary of Occupational Classification, 1980",Clerical and related workers,23.9
3667,1993,KELANTAN,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",85.3
3668,1993,KELANTAN,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",40.2
3669,1993,KELANTAN,"Dictionary of Occupational Classification, 1980",Sales workers,52.5
3670,1993,KELANTAN,"Dictionary of Occupational Classification, 1980",Service workers,41.4
3671,1993,MELAKA,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,2.8
3672,1993,MELAKA,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",28.2
3673,1993,MELAKA,"Dictionary of Occupational Classification, 1980",Clerical and related workers,24.6
3674,1993,MELAKA,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",92.7
3675,1993,MELAKA,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",13.4
3676,1993,MELAKA,"Dictionary of Occupational Classification, 1980",Sales workers,23.9
3677,1993,MELAKA,"Dictionary of Occupational Classification, 1980",Service workers,32.8
3678,1993,PAHANG,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,7.0
3679,1993,PAHANG,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",134.9
3680,1993,PAHANG,"Dictionary of Occupational Classification, 1980",Clerical and related workers,33.8
3681,1993,PAHANG,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",85.9
3682,1993,PAHANG,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",30.6
3683,1993,PAHANG,"Dictionary of Occupational Classification, 1980",Sales workers,40.6
3684,1993,PAHANG,"Dictionary of Occupational Classification, 1980",Service workers,45.9
3685,1993,PERAK,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,12.3
3686,1993,PERAK,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",159.3
3687,1993,PERAK,"Dictionary of Occupational Classification, 1980",Clerical and related workers,49.9
3688,1993,PERAK,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",225.1
3689,1993,PERAK,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",58.8
3690,1993,PERAK,"Dictionary of Occupational Classification, 1980",Sales workers,74.9
3691,1993,PERAK,"Dictionary of Occupational Classification, 1980",Service workers,89.5
3692,1993,PERLIS,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,0.6
3693,1993,PERLIS,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",22.9
3694,1993,PERLIS,"Dictionary of Occupational Classification, 1980",Clerical and related workers,7.1
3695,1993,PERLIS,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",22.6
3696,1993,PERLIS,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",4.5
3697,1993,PERLIS,"Dictionary of Occupational Classification, 1980",Sales workers,4.3
3698,1993,PERLIS,"Dictionary of Occupational Classification, 1980",Service workers,8.8
3699,1993,SELANGOR,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,67.5
3700,1993,SELANGOR,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",67.4
3701,1993,SELANGOR,"Dictionary of Occupational Classification, 1980",Clerical and related workers,171.7
3702,1993,SELANGOR,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",424.0
3703,1993,SELANGOR,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",107.5
3704,1993,SELANGOR,"Dictionary of Occupational Classification, 1980",Sales workers,103.7
3705,1993,SELANGOR,"Dictionary of Occupational Classification, 1980",Service workers,138.4
3706,1993,TERENGGANU,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,6.1
3707,1993,TERENGGANU,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",64.2
3708,1993,TERENGGANU,"Dictionary of Occupational Classification, 1980",Clerical and related workers,22.6
3709,1993,TERENGGANU,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",94.1
3710,1993,TERENGGANU,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",24.0
3711,1993,TERENGGANU,"Dictionary of Occupational Classification, 1980",Sales workers,35.6
3712,1993,TERENGGANU,"Dictionary of Occupational Classification, 1980",Service workers,34.3
3713,1993,SABAH,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,12.4
3714,1993,SABAH,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",260.5
3715,1993,SABAH,"Dictionary of Occupational Classification, 1980",Clerical and related workers,61.7
3716,1993,SABAH,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",153.4
3717,1993,SABAH,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",61.0
3718,1993,SABAH,"Dictionary of Occupational Classification, 1980",Sales workers,60.4
3719,1993,SABAH,"Dictionary of Occupational Classification, 1980",Service workers,64.7
3720,1993,SARAWAK,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,11.0
3721,1993,SARAWAK,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",291.3
3722,1993,SARAWAK,"Dictionary of Occupational Classification, 1980",Clerical and related workers,63.5
3723,1993,SARAWAK,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",199.0
3724,1993,SARAWAK,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",55.7
3725,1993,SARAWAK,"Dictionary of Occupational Classification, 1980",Sales workers,68.5
3726,1993,SARAWAK,"Dictionary of Occupational Classification, 1980",Service workers,64.9
3727,1993,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,41.1
3728,1993,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",3.3
3729,1993,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Clerical and related workers,124.4
3730,1993,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",159.1
3731,1993,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",69.7
3732,1993,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Sales workers,84.6
3733,1993,W.P.KUALA LUMPUR,"Dictionary of Occupational Classification, 1980",Service workers,98.2
3734,1993,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,0.8
3735,1993,W.P.LABUAN,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",1.6
3736,1993,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Clerical and related workers,1.8
3737,1993,W.P.LABUAN,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",6.7
3738,1993,W.P.LABUAN,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",1.1
3739,1993,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Sales workers,2.4
3740,1993,W.P.LABUAN,"Dictionary of Occupational Classification, 1980",Service workers,2.8
3741,1993,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,6.7
3742,1993,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",64.8
3743,1993,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Clerical and related workers,22.5
3744,1993,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",99.2
3745,1993,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",28.1
3746,1993,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Sales workers,31.5
3747,1993,NEGERI SEMBILAN,"Dictionary of Occupational Classification, 1980",Service workers,31.6
3748,1993,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,14.5
3749,1993,PULAU PINANG,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",21.4
3750,1993,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Clerical and related workers,67.3
3751,1993,PULAU PINANG,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",245.7
3752,1993,PULAU PINANG,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",42.7
3753,1993,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Sales workers,61.7
3754,1993,PULAU PINANG,"Dictionary of Occupational Classification, 1980",Service workers,77.6
3755,1992,MALAYSIA,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,187.8
3756,1992,MALAYSIA,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",1549.7
3757,1992,MALAYSIA,"Dictionary of Occupational Classification, 1980",Clerical and related workers,732.3
3758,1992,MALAYSIA,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",2437.9
3759,1992,MALAYSIA,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",586.4
3760,1992,MALAYSIA,"Dictionary of Occupational Classification, 1980",Sales workers,763.5
3761,1992,MALAYSIA,"Dictionary of Occupational Classification, 1980",Service workers,790.1
3762,1992,JOHOR,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,19.8
3763,1992,JOHOR,"Dictionary of Occupational Classification, 1980","Agricultural, animal husbandry and forestry workers, fishermen and hunters",180.8
3764,1992,JOHOR,"Dictionary of Occupational Classification, 1980",Clerical and related workers,77.2
3765,1992,JOHOR,"Dictionary of Occupational Classification, 1980","Production and related workers, transport equipment operators and labourers",405.5
3766,1992,JOHOR,"Dictionary of Occupational Classification, 1980","Professional, technical and related workers",60.4
3767,1992,JOHOR,"Dictionary of Occupational Classification, 1980",Sales workers,87.8
3768,1992,JOHOR,"Dictionary of Occupational Classification, 1980",Service workers,94.5
3769,1992,KEDAH,"Dictionary of Occupational Classification, 1980",Administrative and managerial workers,7.1
