_id,Year,State/Country,Classification,Industry,Person ('000)
7131,1996,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",26.7
7132,1996,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,107.9
7133,1996,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",32.4
7134,1996,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",134.6
7135,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Total,697.8
7136,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,3.1
7137,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Construction,78.5
7138,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",1.3
7139,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",169.4
7140,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",2.9
7141,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",94.9
7142,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,113.4
7143,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",39.4
7144,1996,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",194.8
7145,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Total,37.4
7146,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,1.4
7147,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Construction,8.3
7148,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",1.8
7149,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",8.7
7150,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",0.2
7151,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",3
7152,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,6.2
7153,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",1.6
7154,1996,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",6.2
7155,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Total,7645
7156,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,32.5
7157,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Construction,611.3
7158,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",1526.8
7159,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",1552.2
7160,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",48
7161,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",363.7
7162,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,1780.5
7163,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",359.2
7164,1995,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",1370.7
7165,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Total,891.8
7166,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,1.6
7167,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Construction,68.7
7168,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",147.1
7169,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",144.9
7170,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",5.6
7171,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",31.7
7172,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,296.3
7173,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",36.9
7174,1995,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",159.1
7175,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Total,521.1
7176,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,1.3
7177,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Construction,34.6
7178,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",143.2
7179,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",94.8
7180,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",2.2
7181,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",8.7
7182,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,133.9
7183,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",22.7
7184,1995,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",79.8
7185,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Total,412.7
7186,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.6
7187,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Construction,29.5
7188,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",123.3
7189,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",85.1
7190,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",1.7
7191,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",5.6
7192,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,59.7
7193,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",14.4
7194,1995,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",92.8
7195,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Total,222.8
7196,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.8
7197,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Construction,18.4
7198,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",22.2
7199,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",47.8
7200,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",2.5
7201,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",11.4
7202,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,63.5
7203,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",10
7204,1995,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",46.2
7205,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Total,296.2
7206,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.7
7207,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Construction,21.5
7208,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",77.2
7209,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",59.5
7210,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",1.6
7211,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",10.4
7212,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,70.6
7213,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",13.4
7214,1995,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",41.4
7215,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Total,371.4
7216,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.5
7217,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Construction,28.6
7218,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",134.2
7219,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",74.4
7220,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",2.3
7221,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",7.7
7222,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,52.9
7223,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",12.2
7224,1995,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",58.6
7225,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972",Total,485.8
7226,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.4
7227,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972",Construction,27.4
7228,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",12
7229,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",81.1
7230,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",3.5
7231,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",23.7
7232,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,215.3
7233,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",27.6
7234,1995,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",94.7
7235,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972",Total,634.3
7236,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,2.4
7237,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972",Construction,51.3
7238,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",139.5
7239,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",138.7
7240,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",4.2
7241,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",17.2
7242,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,137.7
7243,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",28.8
7244,1995,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",114.5
7245,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972",Total,70.8
7246,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.2
7247,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972",Construction,6.1
7248,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",22
7249,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",15.7
7250,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",0.3
7251,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",1
7252,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,12.4
7253,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",2.4
7254,1995,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",10.7
7255,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972",Total,1338.9
7256,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,5.5
7257,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972",Construction,121
7258,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",59.3
7259,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",289.8
7260,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",7.4
7261,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",114.4
7262,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,408.6
7263,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",85.6
7264,1995,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",247.3
7265,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972",Total,268
7266,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,4.1
7267,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972",Construction,30.4
7268,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",61.3
7269,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",64.4
7270,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",2.4
7271,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",5.5
7272,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,45
7273,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",10.8
7274,1995,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",44.2
7275,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972",Total,722.7
7276,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,5.3
7277,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972",Construction,34.8
7278,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",287.5
7279,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",150.6
7280,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",4.2
7281,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",17.8
7282,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,89.7
7283,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",27.9
7284,1995,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",105.1
7285,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972",Total,789.2
7286,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,3.6
7287,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972",Construction,69.6
7288,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",295
7289,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",149.7
7290,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",5.4
7291,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",27.1
7292,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,87.5
7293,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",27.6
7294,1995,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",123.7
7295,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Total,588.4
7296,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,3.6
7297,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Construction,62.2
7298,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",2.1
7299,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",148.1
7300,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",4.5
7301,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",78.6
7302,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,104
7303,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",37.1
7304,1995,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",148.3
7305,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Total,31.1
7306,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,1.8
7307,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Construction,7.4
7308,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",1
7309,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",7.6
7310,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",0.2
7311,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",3.1
7312,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,3.4
7313,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",2.1
7314,1995,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",4.4
7315,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Total,7383.4
7316,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,37.6
7317,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Construction,538.8
7318,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",1558.6
7319,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",1520.9
7320,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",60.3
7321,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",330.1
7322,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,1726.9
7323,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",344
7324,1993,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",1266.2
7325,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Total,974.3
7326,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,2.8
7327,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Construction,84.7
7328,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",171
7329,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",155
7330,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",12.7
7331,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",32.8
7332,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,338.7
7333,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",34.8
7334,1993,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",141.7
7335,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Total,475.1
7336,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,1.5
7337,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Construction,29.8
7338,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",134.5
7339,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",83.3
7340,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",3.4
7341,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",6.4
7342,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,119.4
7343,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",17.8
7344,1993,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",79
7345,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Total,394.4
7346,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,1.3
7347,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Construction,27
7348,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",138.8
7349,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",90.6
7350,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",1.3
7351,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",5.1
7352,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,41.3
7353,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",10.7
7354,1993,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",78.2
7355,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Total,218.5
7356,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.9
7357,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Construction,15.5
7358,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",27
7359,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",46
7360,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",2.2
7361,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",15.2
7362,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,55.9
7363,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",13.9
7364,1993,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",41.9
7365,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Total,284.4
7366,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.7
7367,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Construction,16.3
7368,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",64.7
7369,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",67.4
7370,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",2.3
7371,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",11.7
7372,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,69.9
7373,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",10
7374,1993,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",41.4
7375,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Total,378.7
7376,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.4
7377,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Construction,12.3
7378,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",134.6
7379,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",83.7
7380,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",3
7381,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",9
7382,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,55.1
7383,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",13
7384,1993,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",67.5
7385,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972",Total,531
7386,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.3
7387,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972",Construction,28.6
7388,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",18.2
7389,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",122.1
7390,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",4.4
7391,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",20.2
7392,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,222.5
7393,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",32.9
7394,1993,PULAU PINANG,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",81.7
7395,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972",Total,669.8
7396,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,3.1
7397,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972",Construction,50
7398,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",155.8
7399,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",126.7
7400,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",6.7
7401,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",18.3
7402,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,158.1
